respondent_id,fox_hours,msnbc_hours,newspaper_freq,social_media_news,perceived_bias,actual_knowledge,confidence,party_id
359,2.454988305500341,2.8737233400163653,3,3,3.7671518069691956,4,5,Democrat
360,0,1.4176348035603208,0,1,1.7122668749652803,1,7,Republican
361,1.08230563500869,5.077247633154984,2,3,-4.348746163304895,6,7,Republican
362,0.18045707049971327,0.44934739815321456,7,2,2.772770212031901,2,10,Independent
363,2.9029496409276065,0.05535557890459186,4,2,-4.818380801007152,10,4,Republican
364,1.806394163322771,3.3361086416461925,5,3,-1.52130693430081,1,8,Independent
365,0,3.999619492136336,1,3,-3.919151599984616,2,10,Democrat
366,0,2.0450648789167616,3,5,-0.8718010201118886,2,9,Independent
367,0,0.6265227870890204,3,3,4.233838031068444,8,1,Democrat
368,1.4689941147689758,0.6636813465640983,3,2,1.0096203838475049,4,10,Republican
369,3.490979429616178,0,1,3,1.6702777496539056,5,7,Democrat
370,2.627694261186362,0.9938910447052534,0,0,-1.4985201065428555,10,10,Republican
371,3.238841482667924,0,2,5,2.5940085970796645,4,2,Republican
372,0.08316319663626803,2.294160045036338,2,5,1.630925612989813,1,1,Republican
373,1.542640037440324,4.453398800915014,2,1,0.7327258726581931,5,3,Democrat
374,0,0.6690895561586458,3,1,0.8475389494560659,3,6,Independent
375,2.7973357427420114,2.8894309761277936,1,0,-1.3637780817225575,3,1,Republican
376,4.218003784666568,6.006424966160828,6,5,-1.0755222663283348,6,4,Republican
377,0.44256818136220333,1.6074644410038754,3,4,3.9067895361222327,2,5,Independent
378,2.5434373568979227,3.1254289289794253,1,3,-1.5442043053917587,10,4,Independent
379,3.4130821340210744,2.2464640729477305,3,5,-3.4094995027408004,6,6,Democrat
380,1.6904069765172465,0,7,2,2.5396724813617766,3,4,Republican
381,0,3.1501855068713907,4,4,2.130433872807771,9,4,Republican
382,0,2.988735614022199,5,1,-2.890560815576464,6,4,Independent
383,2.5758171036671045,1.3698829640541592,5,1,-2.4483073060400784,9,10,Independent
384,0,1.108880995385763,6,3,-1.553459051065147,2,3,Democrat
385,0.9001346477123913,4.059912430845423,7,5,-2.209322697017342,10,3,Democrat
386,6.202718196446401,3.410657316212805,2,4,0.8521924098022282,1,6,Democrat
387,0,5.535622621582353,2,3,-4.446899241302162,6,3,Republican
388,4.448487422458853,2.9219453477460107,3,0,0.38315296871587634,0,9,Republican
389,3.417492923829287,1.6308016281103375,1,2,1.7295951745472848,6,6,Republican
390,3.07184083444195,2.023208815164925,4,5,0.7903704908676445,5,5,Republican
391,1.5206736984038067,0,3,3,-1.365188267081976,9,2,Republican
392,0,5.812285541314576,6,3,4.378112570848316,9,5,Independent
393,0,1.7228893552958773,6,0,-2.4071510322391987,3,5,Republican
394,2.909372480995091,3.1538161107295704,2,0,3.7596504599787295,9,1,Democrat
395,4.1000270085305,1.4938157212539311,0,2,1.15679073613137,9,5,Democrat
396,2.0469615647325483,0,4,3,-0.789872701279819,9,8,Democrat
397,0,4.023070882243376,6,3,-2.881739076692611,1,8,Republican
398,2.8170269094908225,1.3673401284631475,4,1,2.9315717751160264,3,5,Republican
399,4.059532802889693,2.0138418288390176,2,3,0.2499054209329188,4,8,Independent
400,0,0.17163359181395843,6,1,4.989074622280896,9,5,Independent
401,6.637026965237915,0.6443387491200689,2,1,2.201285515911877,9,4,Democrat
402,0,2.2174119423701497,7,5,-1.0472636274062097,0,7,Independent
403,1.2804570923139593,1.6788654225572281,1,1,-0.09036369156092405,5,6,Democrat
404,0,2.9836436145419816,4,1,1.6949736652895808,3,2,Republican
405,0,3.6042653911443323,0,2,-0.2648260770365596,8,7,Independent
406,3.9966730921134515,1.0793578484953805,5,2,-2.596892607398331,7,2,Independent
407,1.2253815825138492,1.2462439491099042,5,4,0.7728621922433376,6,4,Independent
408,2.8023256777704493,0,5,4,-3.538854776415974,10,4,Republican
409,1.0367288892653366,1.3844970828598844,0,3,3.698083651252091,2,2,Republican
410,0.7599564220891755,0.5462880240831041,0,5,-3.4953207662329078,1,1,Republican
411,0.8067085747370246,2.081038439158316,4,1,-4.964618731755763,6,7,Independent
412,0,5.091729182718664,7,4,-0.7272738963365555,10,8,Republican
413,0,0.7720042381086418,3,3,-3.7774639623239636,4,6,Independent
414,0.09942492066117814,2.2602228166868334,7,5,1.251890619751066,0,7,Independent
415,3.745925394884778,5.317491769004215,2,0,-1.4369132556021214,2,9,Democrat
416,2.3565211036044635,2.239202377135898,4,0,1.1406830046325922,4,10,Republican
417,2.470141052211866,0,6,4,4.349747963715345,6,9,Democrat
418,1.2918653773218531,2.949404316485389,3,2,1.4254521857947111,1,8,Independent
419,0,0.8908727444115163,3,4,0.6742217903956771,0,7,Republican
420,3.157301383177324,2.3725246103893016,2,1,-2.319112541154027,7,2,Independent
421,0.5259895202721907,2.5048026114843216,1,4,-3.8133564149029553,9,7,Democrat
422,0,1.8333679872779944,7,4,-0.5050816899165511,8,7,Republican
423,1.6476385443916115,0,0,5,3.0040649883449078,3,5,Republican
424,0,4.878153462550289,4,0,-2.1509950305335224,2,2,Independent
425,3.3881415232464334,0.8956304667053159,1,3,-0.5336896399967372,3,3,Democrat
426,3.0263876667831537,1.4058648144083885,3,1,0.7460678787901998,9,2,Independent
427,2.953426650211017,0.02602013639213352,7,1,-2.938780679833144,6,7,Democrat
428,3.2937674158853794,4.103685730443802,1,2,3.713256015907973,5,3,Democrat
429,1.9921920568011005,3.138045508517824,1,1,-4.9338300712406635,7,2,Independent
430,1.5659042416913629,2.1773202043995785,7,2,-3.489370478782803,2,4,Democrat
431,2.263564167428356,1.0789951024289408,7,5,0.3735855617560446,5,7,Democrat
432,4.925596016921963,3.028859079693116,6,3,4.2713711014948785,4,3,Independent
433,5.275243992390074,0.5644818754857379,0,4,4.561544065363705,4,7,Republican
434,0.3265480337275781,0,4,5,-1.205469958949834,0,4,Republican
435,2.6535472884232245,0,5,1,-2.4672227003611624,0,4,Republican
436,2.4170389611975693,2.0679829580415983,4,0,4.598199333995581,1,8,Republican
437,4.595319997411279,6.5306942283958405,6,3,1.8005644180811942,6,7,Independent
438,3.8631724464857964,5.482110770743345,2,0,3.493289987090975,1,7,Independent
439,1.6216426213787576,6.721264418025754,2,4,-2.4857367272488773,8,10,Democrat
440,2.114785276558475,0.6493372974651153,3,3,-1.4010808081366122,7,3,Democrat
441,3.273918896714252,1.2325378136319984,4,3,1.202107009012252,4,4,Democrat
442,1.2703342804029294,4.048208925282438,1,5,0.7835353165864944,2,9,Republican
443,0,2.1467993272654238,2,1,3.546370444819331,4,7,Independent
444,1.0753276562474485,0,0,3,3.7289712578058243,2,1,Republican
445,0,3.7115933217322983,3,4,4.6252173953689635,10,10,Independent
446,2.04755697570315,3.430735748889534,5,3,4.699555684346706,1,10,Independent
447,3.135288396407664,2.778462567975449,7,5,-1.604630013462156,3,7,Independent
448,0,3.9671381240336965,5,4,-1.6506461310200393,3,5,Republican
449,2.3585689267805776,2.4427002032822034,4,5,1.6718594799749553,5,3,Republican
450,2.035225583314965,1.7440605960681903,7,3,-4.756455558817834,9,1,Democrat
451,1.2631495718774162,0,4,5,3.6998838162980974,6,10,Democrat
452,0,2.262528528182442,5,3,0.7563515100628138,7,2,Independent
453,6.011270230985589,0,3,2,-3.257250979077071,5,1,Democrat
454,2.9496053897648604,0,0,1,-0.1478723343461752,10,10,Democrat
455,0.6188349779492375,1.1148685825773303,2,1,-2.0546407345682383,5,6,Republican
456,0,1.0939369646431314,4,3,1.565830260515213,4,7,Democrat
457,1.0090616005052753,0,3,1,3.8862250209786,7,9,Democrat
458,4.792695984897657,0,0,5,-0.5174980545416474,4,5,Independent
459,5.6470155477202,2.137030377231596,5,5,-3.651718415785581,7,7,Republican
460,2.6538629933340103,1.3359090303322843,0,2,-0.6318049901165068,1,7,Independent
461,0.09457669845544547,0,0,4,3.3083034260198474,1,9,Republican
462,1.0429750252006964,5.02021072949827,3,1,3.4381492505781353,6,8,Democrat
463,2.68081049217567,3.132311036355574,4,0,-1.387276677414775,7,7,Democrat
464,5.067875124527992,0,5,1,3.009425993077457,1,7,Democrat
465,4.416285526234906,1.743052257400004,0,2,-4.118244214914739,4,6,Republican
466,3.4401488817320027,1.7574269446043398,7,4,-4.20976311666891,5,5,Independent
467,0.7061034664594648,4.090686306501456,4,1,-0.15935044270008802,3,5,Republican
468,0.24092961941903956,3.046306280800672,3,4,3.78127611707896,4,10,Democrat
469,3.1294771636895655,4.066512611387588,5,1,0.2059500222094357,3,2,Democrat
470,2.942517360310488,0,4,2,-3.1016820366494358,3,2,Independent
471,0,2.0998293816475937,0,4,-4.185917160939425,5,3,Independent
472,2.6921800818578925,4.57128493430329,1,2,-0.8606247557327151,4,2,Independent
473,2.399732979620409,0,6,3,-2.903705728240311,8,2,Independent
474,0.39780317529700837,0,2,4,3.543323997873813,10,4,Independent
475,4.2284437984689935,1.5246308639616355,6,3,-1.9832787127234042,2,6,Independent
476,3.3979485876781776,1.7871404544416647,1,0,-2.4249848001636565,9,9,Republican
477,0.6457663508406231,0,1,4,-2.8738559363409877,4,7,Democrat
478,4.407759015856325,3.4471375796919808,3,3,-4.031797368079424,9,9,Democrat
479,6.082395563340918,2.7647014600932502,2,1,3.401752719655633,9,4,Independent
480,2.915434185212737,3.6772054659594455,0,0,-3.312298567034304,10,5,Republican
481,1.395072566200696,2.057658476924391,0,3,1.8693055072799325,7,5,Republican
482,5.319825267501155,4.2423324760120416,7,0,-1.1340738483704627,5,4,Republican
483,1.8387980775837993,1.6812620443102517,1,0,-3.969374734442681,7,6,Democrat
484,3.3409461750597096,2.1030717790525406,0,5,-2.431520661339164,3,3,Democrat
485,0,0.18844999942051732,7,0,4.220204534940422,5,3,Republican
486,2.494359395030874,7.400512034201597,7,0,3.1356233707629144,8,10,Republican
487,4.114704643969985,2.4951208851669113,1,5,-2.849822777789086,4,8,Independent
488,0.3193041768004987,3.3841523937532862,2,4,3.5310147725977004,6,2,Democrat
489,1.773381035659694,2.9025756508620253,4,2,-0.8782050642184913,1,2,Independent
490,1.0679143878850441,0,7,1,-4.299975051544607,2,4,Democrat
491,1.2560589485838265,4.0901764246317835,3,4,-0.11292009381577373,10,8,Independent
492,1.2143759438121422,0,5,3,-3.1168897007592022,10,2,Independent
493,3.228636596763646,0.9093103250282117,3,4,-0.37304185098037124,10,10,Independent
494,0.6437451686587485,2.398430000196147,2,4,0.06575372535735369,4,2,Republican
495,2.36376357084248,3.6061528185642313,4,2,0.5758353695273399,8,7,Democrat
496,0.362401179505639,0.3813355164562433,1,0,-0.6439043092541397,7,2,Democrat
497,3.149715040449288,0,2,2,-2.3578304448165,3,9,Independent
498,2.1879456049293244,6.804610866666304,4,2,-3.172695564571768,6,8,Democrat
499,0,0,6,4,-0.14363119611516595,8,5,Independent
500,1.4271986676890667,3.7226430607743617,0,3,3.171351058408618,0,2,Independent
