"org_id","year","field","employees","expenses","grant_amount","gov_grant","private_grant","beneficiaries_served","rating"
851,2019,"Other",44,1614069,145724,0,1,232,5
690,2017,"Environment",48,1414877,34059,0,1,194,4
449,2012,"Education",20,77162,5842,0,1,200,5
849,2023,"Arts",27,412909,86908,0,1,195,4
736,2012,"Education",29,184537,79457,0,0,179,4
336,2015,"Other",29,402448,3506,1,1,197,3
501,2018,"Other",33,955445,89602,1,1,208,3
640,2021,"Environment",38,1368167,313595,1,0,214,4
887,2018,"Other",29,739061,80468,0,0,196,2
506,2016,"Health",30,153622,585647,0,1,211,3
363,2022,"Environment",44,2173654,69416,0,1,229,2
236,2012,"Environment",27,100463,106481,0,1,192,4
466,2019,"Arts",33,190705,165843,0,1,185,5
839,2016,"Arts",27,1147756,203382,0,1,190,1
312,2017,"Education",44,219412,111325,0,0,206,2
607,2014,"Other",20,729614,12130,1,1,180,5
96,2014,"Other",34,147458,17283,1,1,201,4
517,2013,"Arts",33,107388,177723,0,0,205,3
187,2018,"Environment",28,438029,16215,0,1,204,2
645,2014,"Environment",30,414654,25189,0,0,210,3
873,2021,"Education",27,194556,152146,1,0,178,3
593,2014,"Other",29,405010,136385,0,1,186,5
579,2014,"Arts",26,448705,104386,0,0,232,3
77,2022,"Environment",26,856182,28787,0,0,206,5
60,2015,"Environment",30,379126,51134,0,0,198,4
145,2013,"Environment",34,199330,41772,0,0,195,3
513,2023,"Arts",30,399657,32612,0,1,176,3
817,2020,"Education",25,350106,15629,0,0,204,5
82,2018,"Arts",26,193853,20212,1,0,209,5
590,2018,"Environment",39,233408,37279,1,1,195,4
124,2013,"Other",34,201612,8079,1,0,229,4
488,2015,"Other",35,1740040,124914,0,1,212,4
154,2019,"Education",33,54847,59566,1,0,199,5
349,2024,"Environment",29,366815,5450,0,1,176,5
419,2012,"Education",26,81752,14337,0,0,213,4
312,2014,"Health",26,344092,12281,0,0,221,5
622,2016,"Education",36,291463,58223,0,1,195,5
661,2021,"Education",30,287408,120201,0,0,195,3
401,2016,"Education",27,1270380,135689,0,1,215,1
193,2020,"Education",30,786400,20026,0,0,206,3
158,2017,"Environment",31,652754,21980,1,1,187,2
750,2022,"Health",23,759835,31054,0,1,221,3
42,2018,"Arts",29,1438924,34053,1,1,211,1
339,2023,"Other",28,460407,131030,0,1,202,4
10,2023,"Environment",39,868319,31934,1,1,213,4
847,2022,"Arts",41,844475,63138,0,0,206,4
858,2024,"Education",30,238602,4026,0,1,194,5
510,2013,"Education",24,23012,78789,1,1,199,5
405,2021,"Environment",28,1306537,13506,0,0,186,4
375,2017,"Health",22,471177,58341,1,1,210,3
880,2015,"Other",31,34288,37266,1,1,207,4
472,2021,"Environment",35,579857,37212,0,0,195,3
308,2013,"Other",31,172630,65754,0,0,206,5
770,2019,"Other",30,898254,18978,1,1,201,4
232,2021,"Health",38,952776,11358,0,0,194,4
196,2014,"Other",23,836363,229388,1,1,194,5
387,2015,"Other",27,592806,78375,0,0,194,3
140,2018,"Other",32,583319,62829,0,1,202,3
770,2021,"Education",34,408572,2143,0,1,198,5
588,2019,"Arts",36,5914820,15,0,0,197,5
387,2013,"Environment",32,407817,37749,0,1,174,2
799,2018,"Arts",31,543323,18574,0,0,193,2
14,2019,"Environment",32,284495,86891,0,1,197,5
201,2021,"Arts",34,1240173,67882,0,1,205,4
840,2014,"Arts",27,1586712,37161,1,1,197,5
60,2024,"Education",30,494164,24760,1,1,204,3
730,2015,"Arts",23,761099,15425,1,1,222,3
313,2012,"Health",22,348914,10126,1,1,196,1
856,2012,"Other",28,257782,89295,1,0,208,4
292,2014,"Education",35,304807,31404,0,1,185,5
850,2021,"Education",37,1033996,48625,1,1,208,4
884,2022,"Education",32,2372964,20748,1,0,200,5
113,2021,"Health",24,787001,35527,0,1,212,2
344,2023,"Health",37,70825,137057,1,0,165,5
771,2013,"Environment",29,761672,55633,0,0,183,2
243,2015,"Other",42,1764104,410294,1,1,229,4
832,2015,"Health",36,1070795,38096,0,1,214,5
92,2023,"Arts",35,1331482,113249,1,0,213,3
595,2013,"Arts",27,68863,72823,1,1,185,4
669,2022,"Health",22,507694,60359,0,0,242,4
714,2012,"Education",36,4241384,52490,1,1,197,4
791,2017,"Arts",32,166755,58208,1,1,214,5
580,2023,"Arts",34,62631,26767,0,0,210,3
658,2015,"Arts",29,1148802,7415,0,1,190,5
754,2024,"Environment",27,417474,64957,0,1,215,4
282,2013,"Environment",29,458404,14626,1,0,194,4
473,2020,"Health",31,990729,20334,1,1,186,4
585,2020,"Arts",33,103118,92373,0,1,214,5
211,2015,"Arts",36,677927,116321,0,0,198,5
569,2013,"Arts",40,682047,93848,0,1,194,5
736,2014,"Environment",32,20135,110407,0,1,197,5
738,2024,"Education",40,236689,107819,0,0,199,2
24,2016,"Health",35,122059,85039,0,1,213,5
533,2020,"Arts",26,811179,372670,1,0,198,5
542,2015,"Arts",30,72305,40137,0,0,212,4
35,2024,"Education",30,363487,65550,0,0,210,3
70,2014,"Environment",28,543609,241656,0,0,230,2
721,2013,"Education",30,359510,80234,0,0,185,5
244,2016,"Education",29,268313,97861,0,1,190,4
150,2016,"Health",29,176415,72597,1,1,195,5
243,2021,"Environment",29,400623,171413,0,1,216,5
392,2019,"Other",33,5994386,19475,1,0,180,4
149,2017,"Health",42,4398894,76622,0,0,168,4
646,2021,"Other",38,218363,36507,1,1,214,3
742,2020,"Other",32,734736,343707,0,1,203,3
565,2012,"Other",34,1035275,4692,0,0,197,2
802,2024,"Education",27,478467,281145,0,0,196,3
346,2023,"Arts",31,799423,112947,0,0,204,4
302,2020,"Education",43,118140,120160,0,1,195,4
576,2020,"Health",35,183212,58047,0,0,186,5
53,2019,"Health",28,366493,18388,0,1,197,5
567,2013,"Environment",28,2488643,39210,0,1,197,4
284,2018,"Other",36,270651,9351,0,1,206,3
805,2014,"Environment",27,1117140,1634,0,1,210,5
362,2023,"Health",30,600760,254839,0,1,198,5
224,2022,"Environment",23,114090,46716,0,1,198,5
696,2019,"Other",28,400261,40323,0,0,192,5
45,2018,"Environment",39,368985,113344,1,1,191,2
399,2014,"Education",29,4207491,41995,1,1,211,5
598,2012,"Arts",33,208300,204458,0,1,206,3
758,2021,"Health",22,607087,22397,0,1,186,3
193,2017,"Arts",28,340733,78172,0,0,169,5
548,2021,"Environment",37,309593,41537,0,1,206,4
631,2021,"Environment",34,931512,7115,0,1,206,4
491,2013,"Arts",29,241945,9978,1,0,209,5
678,2012,"Education",26,1281816,117579,1,1,195,4
271,2017,"Other",29,512924,101185,0,1,206,1
336,2014,"Education",33,577657,101451,1,1,216,4
499,2019,"Environment",29,1728501,96027,0,1,199,4
504,2021,"Other",21,444486,11455,1,1,178,4
45,2018,"Health",23,530374,185699,0,0,206,4
733,2013,"Environment",30,1980398,13624,0,1,184,5
89,2018,"Arts",42,1365293,208403,0,1,187,4
435,2021,"Health",21,263785,19156,1,1,213,2
102,2019,"Health",28,221919,62286,1,1,191,3
661,2013,"Environment",33,276786,115063,0,1,239,5
648,2021,"Health",23,139509,26162,0,0,211,3
896,2021,"Other",35,2688095,231177,0,0,220,4
301,2013,"Other",29,474592,59227,0,0,202,3
113,2017,"Environment",29,295197,124387,0,0,185,4
704,2013,"Education",27,1956281,51981,0,1,199,4
45,2024,"Environment",22,76488,2826,0,1,197,5
881,2020,"Education",34,1506290,22115,0,1,207,3
599,2016,"Arts",32,83936,137148,0,1,216,3
644,2016,"Environment",30,106236,13333,0,1,185,4
444,2015,"Other",25,266658,195821,0,1,193,2
326,2021,"Education",25,2101180,158135,1,1,202,3
681,2021,"Other",27,209686,76042,1,0,177,4
668,2017,"Arts",35,171958,16326,0,0,186,4
40,2023,"Environment",30,1448118,17042,0,1,212,3
840,2019,"Environment",28,196493,55895,0,0,203,5
84,2015,"Health",26,532422,49154,0,0,208,4
284,2014,"Health",34,1131880,210654,0,1,212,4
160,2013,"Health",33,136548,12394,0,1,211,4
720,2018,"Health",25,1686899,68629,0,0,182,5
675,2019,"Arts",29,416623,213452,1,1,200,3
243,2020,"Other",24,443169,270320,0,1,210,3
588,2017,"Environment",27,684670,70790,0,1,184,5
45,2024,"Health",24,494249,147096,0,1,214,3
112,2023,"Environment",37,3442938,165450,0,1,206,4
434,2014,"Other",26,1742458,18580,0,1,230,1
66,2019,"Environment",29,1645818,66799,1,1,196,5
650,2023,"Health",34,733151,20069,1,1,205,1
411,2014,"Environment",27,904705,18533,1,1,195,4
367,2024,"Other",31,4181728,109125,1,1,185,3
345,2020,"Education",22,1122174,151737,0,0,209,4
193,2021,"Health",32,392932,96699,0,1,207,4
796,2023,"Other",32,7010,10153,1,0,185,5
151,2016,"Health",32,218329,367082,1,1,227,3
683,2017,"Environment",30,519409,51694,0,0,180,4
585,2020,"Arts",33,1220580,209498,0,1,215,5
92,2013,"Other",26,75777,108042,0,0,209,1
16,2024,"Arts",31,544558,163639,0,1,207,3
163,2019,"Arts",35,525072,35814,0,1,199,2
324,2020,"Arts",40,1047086,77058,1,1,206,4
160,2014,"Health",29,805964,15140,0,0,198,5
716,2015,"Arts",31,138415,52946,1,1,230,4
85,2018,"Education",33,662288,100277,1,1,198,4
614,2023,"Environment",35,1245339,77775,0,1,194,4
797,2020,"Environment",35,198307,95147,1,1,174,4
724,2012,"Arts",30,642788,10224,0,0,195,3
543,2017,"Education",37,1544215,120399,0,0,200,4
99,2020,"Other",23,841878,122253,1,0,201,5
805,2019,"Health",26,337857,2266,0,0,223,1
813,2013,"Arts",24,144452,181972,1,0,219,5
246,2014,"Environment",28,128185,172274,0,1,209,4
760,2024,"Arts",31,248233,111620,1,1,205,5
365,2020,"Education",34,672165,25286,1,0,192,4
227,2012,"Environment",33,610226,62918,1,1,204,2
725,2016,"Education",31,652907,169498,1,1,197,2
327,2013,"Health",41,917881,240685,0,0,207,5
828,2018,"Health",33,279198,63819,0,0,197,3
32,2016,"Education",30,442645,77677,0,0,215,4
647,2021,"Education",40,379268,181871,0,1,191,3
739,2021,"Environment",25,197287,65723,0,0,213,3
340,2016,"Arts",34,658511,243802,0,1,214,4
615,2017,"Arts",37,190218,78945,0,0,199,1
361,2018,"Other",28,299220,31671,1,1,185,4
72,2017,"Health",34,1716924,167614,1,0,218,2
22,2012,"Health",34,392159,64619,0,1,185,4
271,2024,"Arts",37,376990,140231,1,0,199,2
479,2017,"Education",23,409891,35621,0,0,209,3
65,2020,"Environment",30,102749,35047,0,0,225,4
869,2018,"Health",35,755966,53612,0,0,178,1
239,2023,"Education",32,5349746,20305,0,1,190,2
49,2012,"Education",22,162175,18819,0,0,180,4
380,2014,"Education",26,565324,113148,1,1,189,3
685,2016,"Education",39,299364,78900,1,0,192,4
554,2024,"Health",22,1523219,40428,0,0,223,4
145,2023,"Environment",32,540279,23276,0,1,175,3
189,2016,"Health",24,4332760,18983,0,0,193,2
267,2015,"Other",29,3724724,239003,0,0,186,5
210,2024,"Other",28,256515,38081,0,0,195,2
348,2013,"Arts",34,2701859,37629,0,1,196,5
487,2015,"Arts",33,1132084,5521,0,0,189,4
158,2015,"Health",32,261161,80164,0,1,206,2
199,2022,"Health",33,533155,11924,1,1,210,4
576,2012,"Arts",38,5532835,62540,0,0,194,4
61,2022,"Other",24,2246144,114809,1,1,196,4
436,2024,"Health",27,419161,55868,0,1,224,4
554,2018,"Other",33,763813,95164,0,0,187,4
95,2018,"Environment",39,435360,12506,1,1,230,3
417,2017,"Arts",35,1517319,3536,0,1,200,4
471,2022,"Health",36,188518,321574,0,1,218,3
627,2022,"Arts",29,732471,44368,0,0,221,3
443,2016,"Arts",47,1691673,71567,1,0,195,2
223,2020,"Health",38,361725,1941,1,1,190,3
123,2012,"Education",29,176287,41785,1,1,198,3
518,2024,"Education",33,266703,57286,0,1,213,3
751,2016,"Arts",27,286022,158789,0,0,177,4
771,2018,"Environment",24,1262954,39229,0,0,209,5
37,2018,"Education",34,484212,132202,0,0,208,2
381,2014,"Health",37,121897,34489,0,0,179,5
245,2016,"Arts",38,473051,189469,0,1,197,3
552,2023,"Arts",39,490429,147946,0,0,214,5
32,2015,"Health",24,1418705,15154,0,0,201,3
609,2019,"Health",26,571588,75116,0,1,200,3
172,2018,"Environment",37,145061,63157,0,1,228,2
558,2023,"Other",32,535598,253871,0,1,193,5
822,2020,"Health",29,941265,51123,0,1,196,3
879,2014,"Other",21,1061944,71508,1,0,180,5
628,2012,"Education",36,458255,47447,0,1,199,5
424,2023,"Health",39,389808,55835,1,0,201,4
684,2012,"Health",32,187070,5691,1,0,192,4
327,2015,"Education",25,507200,119791,0,0,207,4
429,2014,"Health",31,728588,332569,0,0,196,2
558,2015,"Environment",35,1086490,200501,1,0,188,4
317,2017,"Other",24,601922,36138,1,0,177,4
198,2020,"Other",20,98793,107721,0,1,174,3
557,2024,"Other",39,283912,185803,1,0,178,3
733,2020,"Environment",20,489028,53805,0,0,195,3
5,2017,"Arts",28,694411,11423,1,1,195,4
57,2019,"Environment",19,118861,18389,0,1,194,4
366,2012,"Other",30,3190690,26014,1,0,208,3
407,2024,"Arts",35,1070239,807,1,0,197,3
697,2020,"Other",29,169987,44125,1,0,201,2
594,2024,"Arts",28,509421,70043,1,0,202,2
275,2017,"Environment",30,1069095,3216,1,0,200,4
240,2014,"Environment",27,129604,56643,1,1,200,1
568,2016,"Environment",30,4185459,77621,0,1,193,3
547,2024,"Environment",37,550098,34596,1,1,214,3
816,2018,"Other",37,681129,50207,1,1,188,3
305,2019,"Other",31,366166,31603,0,1,207,3
566,2013,"Other",30,213772,1895,1,0,179,5
862,2014,"Arts",28,920088,264814,0,1,194,3
615,2018,"Other",35,1032825,69056,0,0,191,3
59,2012,"Other",37,567386,23669,1,0,222,5
32,2019,"Health",32,229776,99130,0,1,174,2
317,2015,"Education",29,706439,36425,1,0,193,4
209,2015,"Other",32,939902,4269,1,1,221,3
533,2024,"Education",24,504088,57219,1,1,194,5
617,2016,"Other",38,411244,120267,0,1,208,3
576,2021,"Education",31,1021960,192595,0,0,177,3
795,2021,"Arts",42,192737,52961,0,1,228,4
323,2019,"Health",29,2102094,169691,0,0,185,1
305,2015,"Arts",26,336528,12399,1,1,205,5
327,2014,"Health",35,161598,39457,0,0,213,1
124,2013,"Education",35,544819,36365,0,0,198,3
607,2022,"Education",29,283425,148367,0,1,189,3
61,2023,"Arts",33,156547,56432,0,1,205,5
133,2023,"Other",34,712267,6848,0,0,209,4
469,2018,"Other",30,334822,101493,1,0,194,3
287,2017,"Health",36,772508,28889,0,0,213,5
534,2013,"Arts",33,618282,9529,0,1,205,2
585,2020,"Arts",33,611406,80574,0,1,198,4
353,2012,"Health",20,434633,142657,0,1,202,3
857,2021,"Other",28,113670,30205,0,1,197,5
809,2017,"Education",25,326811,13936,0,1,183,3
859,2017,"Environment",30,147542,39765,0,1,226,3
867,2014,"Arts",42,1515581,84492,0,1,204,4
117,2021,"Other",33,511569,16647,0,1,195,4
834,2023,"Health",31,943124,4286,0,0,175,3
471,2018,"Environment",30,205611,87762,0,0,216,5
683,2016,"Other",35,228479,36842,1,1,181,3
883,2014,"Other",30,896314,92516,0,1,203,4
708,2021,"Health",31,410802,12163,0,0,200,3
601,2022,"Education",31,3092997,12399,0,1,219,5
205,2018,"Health",29,242199,17084,0,1,193,4
260,2019,"Arts",30,1003148,38713,0,0,168,4
323,2019,"Arts",43,583701,31505,1,1,195,4
631,2021,"Health",33,458245,96045,0,0,191,5
418,2022,"Environment",21,274444,105033,1,0,195,4
658,2023,"Arts",21,392268,166901,0,1,213,4
410,2016,"Education",25,1429149,68733,0,1,196,4
408,2019,"Environment",30,84753,23335,1,1,194,4
446,2017,"Arts",29,94907,9216,0,1,176,3
531,2014,"Health",24,4508448,232150,1,0,193,5
733,2024,"Health",32,1528261,43993,0,1,195,3
854,2015,"Education",29,457212,129508,1,0,201,3
804,2020,"Health",33,110445,101748,0,1,192,4
142,2015,"Environment",26,256865,35879,0,0,210,3
580,2018,"Arts",29,950341,274650,1,1,189,3
327,2017,"Environment",33,1645858,116193,0,1,207,4
243,2021,"Education",24,1479206,14039,1,0,210,4
693,2019,"Other",20,945918,33765,0,0,219,3
504,2014,"Health",26,359913,45540,1,1,193,4
416,2019,"Environment",24,554170,29683,1,1,218,3
19,2017,"Environment",28,237053,144937,0,1,198,5
799,2012,"Arts",27,95378,10521,1,1,200,4
449,2016,"Education",30,86728,114606,1,0,218,4
8,2018,"Environment",37,375902,117253,0,0,209,1
837,2012,"Health",24,61624,90479,0,0,183,5
614,2021,"Health",31,596696,77943,0,1,189,2
617,2019,"Arts",29,167049,457720,0,1,200,4
528,2021,"Other",26,682210,81309,1,1,218,4
511,2024,"Environment",33,150378,61145,0,1,190,2
756,2024,"Environment",31,384525,70982,0,1,199,4
441,2014,"Arts",21,324206,21494,1,0,206,3
190,2022,"Health",23,547869,57418,1,1,189,3
463,2016,"Education",35,223256,131590,1,0,199,5
482,2016,"Environment",41,734678,37458,0,0,170,4
515,2015,"Other",24,3326241,10757,1,1,199,5
799,2019,"Education",29,1906453,509419,1,1,196,4
737,2022,"Other",36,1800711,84968,1,1,211,3
29,2014,"Health",25,329073,28286,0,1,194,2
206,2022,"Other",34,1422727,148297,1,0,186,4
470,2019,"Health",41,888747,79342,1,1,184,4
507,2021,"Arts",29,477096,139964,1,0,173,5
343,2024,"Environment",30,597824,94451,0,1,178,3
142,2021,"Other",32,230699,9283,1,0,188,3
226,2012,"Arts",23,635714,170878,0,0,204,4
248,2024,"Health",27,527776,389,0,0,188,3
446,2022,"Environment",29,297382,64757,0,0,214,4
423,2017,"Other",28,1760273,122467,0,1,210,5
669,2020,"Environment",48,265951,46672,1,1,196,4
224,2020,"Education",40,1094490,131040,0,1,189,2
895,2019,"Arts",35,1346021,11077,0,0,219,1
748,2022,"Environment",34,563237,75409,1,1,181,3
855,2019,"Education",31,381456,48645,1,1,188,3
391,2016,"Other",33,1672526,265145,1,1,210,3
742,2015,"Education",36,646907,56468,1,0,173,4
82,2015,"Other",24,202957,50704,1,1,202,3
859,2022,"Education",24,148704,188355,0,0,233,4
520,2015,"Education",42,179332,49128,1,0,204,4
89,2016,"Health",43,92572,6823,1,1,194,3
731,2020,"Education",35,414619,62899,1,0,203,4
260,2023,"Environment",24,1250208,40262,1,1,209,5
172,2019,"Arts",39,223999,70751,1,1,207,2
711,2015,"Health",33,627874,31671,0,0,207,3
419,2015,"Health",34,2463934,17890,0,1,188,3
81,2018,"Education",36,165478,72331,0,1,179,3
799,2013,"Environment",32,219891,119313,0,0,212,4
697,2014,"Health",36,27864,74265,0,1,177,3
507,2018,"Arts",31,456412,31362,0,0,219,4
477,2012,"Education",37,171575,10801,0,1,214,3
698,2016,"Environment",26,485808,17033,0,0,169,4
819,2019,"Other",35,54656,46719,1,0,183,3
361,2024,"Education",32,163649,101586,0,1,216,3
397,2012,"Other",29,4729085,38117,0,1,201,4
441,2013,"Health",32,195784,135061,0,1,210,4
860,2023,"Other",22,228900,85214,0,1,213,3
828,2020,"Education",33,515819,50026,0,1,182,3
839,2012,"Environment",41,82172,20613,0,1,217,4
239,2023,"Other",22,932422,30499,0,1,206,3
561,2020,"Environment",38,136345,190512,1,0,210,4
70,2022,"Health",37,569436,149792,1,1,223,2
119,2015,"Arts",32,2143594,7380,0,1,208,3
298,2022,"Health",32,133378,38410,0,0,191,1
227,2012,"Health",26,878286,14206,1,1,181,4
612,2020,"Education",22,180665,37546,0,1,182,3
44,2021,"Arts",22,416661,69689,0,0,217,3
802,2019,"Other",27,153475,86011,1,1,184,4
600,2019,"Other",32,3566849,28336,0,1,208,2
335,2018,"Arts",33,936801,51672,0,0,183,3
93,2021,"Other",29,2408209,99824,0,1,207,1
81,2012,"Education",29,584673,1736,0,1,217,2
765,2021,"Arts",27,739894,10464,0,0,175,5
232,2023,"Health",23,388920,156308,0,0,214,4
350,2023,"Other",27,89213,20055,0,1,202,3
357,2019,"Other",30,290773,56197,0,1,204,4
283,2018,"Environment",20,442223,59664,0,0,230,2
237,2014,"Education",29,755859,126664,1,0,192,1
551,2016,"Arts",31,245912,31442,1,0,213,5
781,2020,"Arts",36,135942,34202,1,0,206,5
198,2014,"Arts",31,1399073,56195,0,0,195,4
66,2015,"Arts",29,284699,62850,1,1,249,4
56,2015,"Arts",31,1004292,2022,0,0,202,5
690,2021,"Health",30,300689,18458,0,0,198,3
528,2022,"Health",31,221461,184600,0,0,209,4
482,2012,"Health",42,534489,9300,0,1,184,2
637,2021,"Environment",33,2286867,17264,0,1,222,4
487,2016,"Arts",31,573762,302717,0,0,169,5
814,2012,"Education",30,143656,77800,1,1,225,4
531,2021,"Arts",39,165759,53748,0,1,209,4
209,2022,"Education",28,1788791,139316,0,0,217,3
851,2018,"Arts",28,2257677,136267,1,1,179,4
499,2021,"Other",43,533494,80765,1,0,215,4
331,2012,"Education",26,1036871,184757,0,1,204,2
559,2024,"Education",35,141739,207203,0,1,210,4
237,2017,"Education",39,244532,5480,1,1,201,1
774,2020,"Environment",35,3450038,21831,1,1,191,1
740,2021,"Health",30,663270,48630,0,1,214,4
508,2019,"Education",37,658449,127908,0,0,198,3
493,2021,"Environment",37,609892,66536,0,0,185,1
148,2016,"Health",31,462908,97571,0,1,194,5
497,2022,"Health",38,241283,85333,0,1,193,3
457,2024,"Health",40,420359,130984,0,0,191,3
17,2015,"Education",36,478084,156039,0,1,207,3
892,2020,"Other",30,1025706,40926,0,0,207,3
775,2015,"Health",38,1332205,18841,0,1,203,4
466,2016,"Arts",26,213520,8330,0,0,163,1
95,2014,"Education",40,211785,14439,0,1,218,5
299,2014,"Other",39,154737,5695,0,1,201,1
767,2021,"Arts",36,118278,2522,0,1,183,3
818,2022,"Other",32,2215501,16400,0,1,220,3
553,2014,"Other",43,453148,62810,0,1,203,1
66,2024,"Health",24,176179,129716,0,0,193,4
262,2020,"Environment",30,1165092,1789,0,1,202,1
474,2020,"Arts",34,372492,349622,0,1,187,4
631,2014,"Environment",29,745561,57697,0,1,224,4
879,2015,"Environment",26,468481,59993,0,1,196,3
495,2016,"Environment",26,96770,27507,0,0,213,1
722,2019,"Arts",34,2386699,35647,1,0,195,3
873,2019,"Other",30,1161531,114081,0,1,205,5
423,2020,"Other",37,2856363,96727,0,1,228,3
671,2018,"Arts",25,127059,71397,0,1,214,4
347,2016,"Health",40,639894,16309,1,1,209,3
665,2016,"Education",29,99768,42229,0,1,184,4
372,2024,"Health",33,573244,2167,0,0,182,5
799,2018,"Education",31,714414,238280,1,1,208,3
698,2016,"Environment",30,302792,46752,0,1,179,4
827,2012,"Arts",32,310110,55385,1,1,188,3
625,2013,"Environment",32,1198746,54967,0,1,211,2
137,2024,"Health",41,3358290,74052,1,0,171,3
227,2021,"Education",34,360826,55508,0,0,206,5
185,2020,"Arts",31,204644,268209,0,1,201,2
562,2015,"Health",32,2421675,118225,0,1,222,4
287,2012,"Other",27,780219,91345,1,1,185,5
216,2013,"Health",34,2902520,4338,1,1,196,5
122,2012,"Environment",30,445345,21314,0,1,192,4
840,2013,"Health",29,202744,163306,0,1,227,3
830,2020,"Education",21,1034572,70077,0,0,219,4
395,2023,"Arts",30,234950,47967,0,1,212,2
407,2022,"Health",29,211857,42939,0,1,220,4
373,2013,"Education",39,484851,240312,0,1,184,3
274,2015,"Other",30,1069196,127654,0,1,203,4
511,2019,"Other",33,2645732,61055,0,0,194,4
333,2023,"Environment",32,68939,125468,0,0,183,5
567,2017,"Environment",19,1603636,100311,0,0,211,3
892,2020,"Other",21,439534,196608,0,1,209,3
538,2022,"Health",24,1917895,108056,0,1,210,5
103,2016,"Education",33,617743,51920,0,0,176,3
755,2015,"Education",38,770989,24294,0,1,198,5
112,2020,"Arts",26,244030,82316,0,1,204,3
81,2024,"Education",43,540023,73081,0,0,189,4
378,2015,"Health",30,549222,112765,0,1,197,2
159,2014,"Health",41,157565,79424,0,1,197,5
864,2021,"Health",30,1118591,2391,0,1,188,3
824,2020,"Health",29,2827465,81525,0,0,206,4
439,2022,"Education",24,842380,26875,1,1,199,2
759,2019,"Environment",25,279516,17140,0,1,191,5
353,2020,"Other",36,1155201,62804,1,0,209,4
273,2016,"Other",46,756544,12332,0,0,194,5
125,2021,"Education",39,234941,145646,1,0,192,4
698,2016,"Arts",34,229725,19452,0,0,194,4
318,2020,"Education",31,132271,102038,0,1,178,5
274,2012,"Other",41,1333623,305,0,1,196,3
246,2017,"Arts",33,195887,165004,0,0,178,5
887,2022,"Other",43,137868,6155,1,1,185,4
626,2019,"Arts",28,623325,163892,0,1,221,4
303,2016,"Health",22,53732,90037,0,1,186,4
529,2015,"Arts",35,1959792,32939,0,1,214,3
162,2013,"Education",28,430214,65984,0,1,185,2
371,2019,"Health",31,1816222,3354,0,1,193,3
812,2016,"Health",32,355900,260816,0,1,209,3
644,2018,"Arts",31,1278115,30515,0,1,227,4
53,2014,"Other",30,916379,90014,0,1,208,5
830,2020,"Arts",27,261725,12954,0,0,170,4
381,2012,"Arts",33,1845073,290176,0,1,200,4
852,2022,"Other",35,1436319,308553,0,1,204,4
187,2024,"Other",32,197212,89469,0,1,219,4
800,2020,"Other",31,136415,6928,0,1,225,2
374,2012,"Other",30,249855,34872,0,0,225,3
135,2016,"Other",35,1729009,104641,0,0,203,3
321,2013,"Health",39,2189569,4758,1,1,220,4
184,2020,"Education",34,1956174,294779,1,1,229,5
845,2013,"Health",32,246177,76211,0,0,190,5
572,2019,"Arts",22,201387,8636,1,1,196,5
411,2012,"Environment",35,969677,414228,0,1,214,4
468,2024,"Environment",37,4574156,28880,0,1,197,3
370,2019,"Environment",42,75075,33351,1,0,189,2
591,2017,"Education",30,400090,293668,0,1,201,4
705,2019,"Education",30,944698,54413,0,0,181,3
51,2015,"Arts",36,436759,23719,1,0,197,4
601,2023,"Health",38,1495373,83210,1,0,193,3
44,2013,"Environment",37,236274,7138,0,1,208,4
219,2015,"Environment",26,338663,12575,0,1,223,2
868,2015,"Other",31,178439,89506,0,1,181,5
124,2015,"Other",23,692609,24975,0,1,203,3
118,2024,"Health",32,623929,204552,1,1,198,4
800,2015,"Arts",30,1147116,171408,0,0,239,4
793,2016,"Other",38,276978,29216,0,0,210,4
780,2022,"Environment",38,565195,28518,0,1,207,1
539,2013,"Environment",26,132699,127209,1,1,200,5
415,2021,"Environment",27,822324,15182,0,1,177,4
387,2021,"Other",27,826865,40044,1,1,189,4
30,2018,"Arts",33,92618,54206,0,1,174,5
150,2014,"Health",30,659900,1675,1,0,179,3
213,2022,"Environment",40,488777,137646,0,0,211,2
773,2012,"Education",36,106905,175451,1,1,205,3
758,2013,"Health",32,62138,46991,1,1,193,4
361,2012,"Education",29,761968,49546,0,1,204,3
455,2017,"Health",31,667225,8722,0,1,201,3
96,2014,"Health",29,1980235,61075,1,0,209,2
345,2023,"Arts",24,336678,63869,1,0,202,4
671,2014,"Education",24,94325,12320,0,0,210,2
363,2019,"Arts",33,518219,2087,0,0,203,4
170,2023,"Education",34,883028,47270,1,1,198,3
129,2012,"Health",34,677243,237484,1,1,227,3
32,2017,"Education",27,161311,6529,1,1,193,3
300,2021,"Health",33,154212,83421,1,1,201,5
893,2018,"Environment",31,4143958,425686,0,1,205,4
744,2020,"Environment",24,92663,140359,0,0,218,4
555,2021,"Other",31,436501,10739,0,1,182,3
278,2024,"Health",31,1203071,819,0,0,218,4
119,2021,"Other",24,148115,52367,0,0,193,3
717,2014,"Arts",31,27356,118088,1,0,203,4
564,2015,"Arts",38,272854,145698,1,1,195,4
899,2024,"Health",26,354043,71879,0,1,216,3
859,2013,"Environment",31,687521,75414,0,1,184,3
207,2015,"Health",24,424013,42524,0,1,245,4
680,2017,"Other",25,112494,240589,0,0,179,4
375,2016,"Other",29,1142785,40855,0,1,213,5
661,2023,"Health",26,2723305,15461,0,1,205,3
